"gene","seed","rank","distance"
"RCN2",1234,613,8.50419821403198e-09
"SEC61A1",1234,614,8.50205403671776e-09
"MRPS28",1234,615,8.48892122746126e-09
"LRP10",1234,616,8.48764034731414e-09
"POLR2F",1234,617,8.47715433421137e-09
"ECH1",1234,618,8.47369014548454e-09
"NFIA",1234,619,8.46322468990365e-09
"YIF1A",1234,620,8.45866295380573e-09
"MRPL16",1234,621,8.44633969001488e-09
"HSPA9",1234,622,8.3972654838617e-09
"PPP1R1B",1234,623,8.39712467024273e-09
"KDELR2",1234,624,8.3921564891117e-09
"ILF3",1234,625,8.38853805095811e-09
"PLP2",1234,626,8.36100777357927e-09
"HMOX2",1234,627,8.34401729514151e-09
"SUMO2",1234,628,8.32808618343667e-09
"PMVK",1234,629,8.31989011464496e-09
"NT5C",1234,630,8.31286113385866e-09
"B2M",1234,631,8.29397671409977e-09
"NBEAL1",1234,632,8.28601321394152e-09
"POLR1D",1234,633,8.26104524474646e-09
"FOSB",1234,634,8.25044683779757e-09
"MYC",1234,635,8.24141630724876e-09
"SF3B14",1234,636,8.23031049167583e-09
"PFDN6",1234,637,8.21007520605793e-09
"LEFTY1",1234,638,8.20275292363063e-09
"ATP5G2",1234,639,8.19960551281932e-09
"RBMX",1234,640,8.19636118209294e-09
"CAPNS1",1234,641,8.18557131621285e-09
"MTHFD2",1234,642,8.1401574632511e-09
"HES1",1234,643,8.12872599106008e-09
"IGHA2",1234,644,8.12421587036585e-09
"MLTK",1234,645,8.10677859466179e-09
"KLK15",1234,646,8.09164908449435e-09
"SSR4",1234,647,8.08663896291556e-09
"F12",1234,648,8.07806798827029e-09
"CCND2",1234,649,8.06851010326631e-09
"ATP5F1",1234,650,8.06249132919265e-09
"CELF2",1234,651,8.05459370540861e-09
"AHSA1",1234,652,8.0510212050502e-09
"EIF3H",1234,653,8.0491351693255e-09
"EXOSC4",1234,654,8.04762060025857e-09
"DHRS4L2",1234,655,8.02147968986573e-09
"MRPL23",1234,656,8.00498113104333e-09
"IGLC3",1234,657,7.98487058449954e-09
"CLTA",1234,658,7.97803725273218e-09
"MRP63",1234,659,7.9744402160031e-09
"COMMD6",1234,660,7.97124425042491e-09
"RBM3",1234,661,7.96758165671656e-09
"HAX1",1234,662,7.95166087750661e-09
"CCDC85B",1234,663,7.94739347336034e-09
"HNRNPF",1234,664,7.87641477830504e-09
"UQCRH",1234,665,7.86631550829532e-09
"MRPL36",1234,666,7.858135387985e-09
"ZNF593",1234,667,7.83232700394107e-09
"TIMM17A",1234,668,7.82784435603762e-09
"EIF5",1234,669,7.81748964785118e-09
"EIF1",1234,670,7.81584077136339e-09
"C19orf43",1234,671,7.79846221907549e-09
"EMC7",1234,672,7.78811312246124e-09
"LEPREL1",1234,673,7.7774964981146e-09
"UFD1L",1234,674,7.7766944293984e-09
"RBX1",1234,675,7.76463713376885e-09
"NONO",1234,676,7.75593680922366e-09
"YBX3",1234,677,7.73594511239221e-09
"HNRNPC",1234,678,7.72675102423283e-09
"ABHD11",1234,679,7.71140953241661e-09
"VPS29",1234,680,7.70946156794694e-09
"MDH2",1234,681,7.69997074870869e-09
"SNHG7",1234,682,7.69232033812617e-09
"MLXIP",1234,683,7.68042326770203e-09
"DPM1",1234,684,7.6583321203088e-09
"SCO2",1234,685,7.63003827386318e-09
"C19orf53",1234,686,7.61467714275087e-09
"ATP5H",1234,687,7.60100478424766e-09
"ATPIF1",1234,688,7.56654380931631e-09
"POMP",1234,689,7.52147419482709e-09
"C6orf48",1234,690,7.51300388616644e-09
"GRHPR",1234,691,7.497421401362e-09
"HNRNPAB",1234,692,7.49555322339209e-09
"LSMD1",1234,693,7.4859143463165e-09
"EIF3B",1234,694,7.45888110008212e-09
"ALG5",1234,695,7.44779164429727e-09
"COX7A2L",1234,696,7.4272967586872e-09
"PLA2G10",1234,697,7.42701519263436e-09
"PTPRH",1234,698,7.41978869331687e-09
"DBI",1234,699,7.41138493465574e-09
"GDPD3",1234,700,7.41126076958158e-09
"QTRT1",1234,701,7.40132078128703e-09
"DNAJB11",1234,702,7.38654742958124e-09
"C4BPB",1234,703,7.3845326851306e-09
"PSIP1",1234,704,7.37970489411711e-09
"CMSS1",1234,705,7.36876468266032e-09
"ARPC3",1234,706,7.35663935359536e-09
"ENKUR",1234,707,7.3256099877598e-09
"ATP5A1",1234,708,7.3164874023822e-09
"ARL1",1234,709,7.29069898092375e-09
"MZT2B",1234,710,7.28801310423445e-09
"NAPRT1",1234,711,7.2864384130072e-09
"NDUFB7",1234,712,7.27692373208268e-09
"ARPC1A",1234,713,7.26492247735868e-09
"LSM3",1234,714,7.25351331037878e-09
"CISD1",1234,715,7.20702587801906e-09
"TOMM20",1234,716,7.20076962952115e-09
"LAMA3",1234,717,7.15879818344632e-09
"TAF15",1234,718,7.15173679792155e-09
"EIF4G1",1234,719,7.1434670451564e-09
"CD274",1234,720,7.13569515535998e-09
"NELFE",1234,721,7.13064072040403e-09
"ITPA",1234,722,7.12867678566944e-09
"RHOBTB3",1234,723,7.12580589477446e-09
"ANAPC11",1234,724,7.11868017965337e-09
"HOXB13",1234,725,7.11813375527276e-09
"DNAJC9",1234,726,7.10666373243742e-09
"OAS1",1234,727,7.09763601479794e-09
"NAA10",1234,728,7.0962326376244e-09
"ZC3H12A",1234,729,7.09619858291807e-09
"POLR2H",1234,730,7.07884538924493e-09
"TMEM179B",1234,731,7.07871101328605e-09
"NR2C2AP",1234,732,7.04776103086913e-09
"MISP",1234,733,7.03593221072941e-09
"SAP18",1234,734,7.02191239095538e-09
"RRAS",1234,735,7.01668911599266e-09
"RNPS1",1234,736,7.0073119134619e-09
"RPN1",1234,737,7.00652585035505e-09
"PCBP2",1234,738,6.99554448744526e-09
"CCL20",1234,739,6.9768923418103e-09
"MKI67",1234,740,6.97023454339278e-09
"UBE2L3",1234,741,6.96949643202388e-09
"UQCC2",1234,742,6.94258338353209e-09
"GNL3",1234,743,6.93405108698036e-09
"SLC39A4",1234,744,6.93298148250427e-09
"COPZ1",1234,745,6.92774841350942e-09
"MATR3",1234,746,6.9259090313375e-09
"S100A6",1234,747,6.91743914820739e-09
"MIEN1",1234,748,6.90665873881109e-09
"SOCS3",1234,749,6.9024251169967e-09
"GSN",1234,750,6.89125156835793e-09
"PDAP1",1234,751,6.88933508545476e-09
"SRSF9",1234,752,6.88850264251052e-09
"LSM6",1234,753,6.88371560160462e-09
"SOCS1",1234,754,6.85946145978656e-09
"IRF1",1234,755,6.83542449349836e-09
"TIMP2",1234,756,6.83209195973105e-09
"TST",1234,757,6.80321220988004e-09
"CALM2",1234,758,6.79464037261039e-09
"RAB31",1234,759,6.79059672467196e-09
"NDUFS2",1234,760,6.778900859699e-09
"HRASLS2",1234,761,6.76922917575757e-09
"PRPS2",1234,762,6.76470414589571e-09
"NDUFS5",1234,763,6.76194929171815e-09
"GMPPA",1234,764,6.74849465330072e-09
"CMC1",1234,765,6.74021610879066e-09
"OASL",1234,766,6.73770520104223e-09
"MGST3",1234,767,6.732142426649e-09
"TPGS2",1234,768,6.73128270708437e-09
"LUM",1234,769,6.73118149163848e-09
"FXYD3",1234,770,6.72790647397865e-09
"IDH3B",1234,771,6.71711040440186e-09
"ZNF90",1234,772,6.71135133619508e-09
"PRAC1",1234,773,6.70499625487615e-09
"PRDM1",1234,774,6.69374878683188e-09
"BATF2",1234,775,6.69347775192688e-09
"PPM1G",1234,776,6.6741493400683e-09
"RNASEH2B",1234,777,6.66969043972344e-09
"TRA2B",1234,778,6.6687640314097e-09
"LYPD8",1234,779,6.6530109332657e-09
"FAM132A",1234,780,6.64068253841197e-09
"FAM173A",1234,781,6.63873423737447e-09
"PPP2R1A",1234,782,6.6297648643952e-09
"IARS",1234,783,6.62958690428927e-09
"ST13",1234,784,6.62328771166171e-09
"ST3GAL4",1234,785,6.61347481370386e-09
"TPT1",1234,786,6.60251846964845e-09
"APOA1BP",1234,787,6.58646244325234e-09
"AKR1B10",1234,788,6.58417342116605e-09
"GUK1",1234,789,6.57775885161513e-09
"DRAP1",1234,790,6.57667098342087e-09
"GLDN",1234,791,6.57455958089997e-09
"EMC4",1234,792,6.56864029892594e-09
"MVP",1234,793,6.56839632825912e-09
"YWHAQ",1234,794,6.56652581417285e-09
"PSMB4",1234,795,6.56287668577341e-09
"CDK2AP2",1234,796,6.56141224828933e-09
"EFHD2",1234,797,6.53035800381688e-09
"PSMD14",1234,798,6.52779741026928e-09
"PLOD2",1234,799,6.5195443624654e-09
"SMC4",1234,800,6.51578254595401e-09
"SMPD1",1234,801,6.50350321175197e-09
"SAMD9L",1234,802,6.50116413522622e-09
"TMEM171",1234,803,6.48173454748743e-09
"TMED3",1234,804,6.45673615556086e-09
"LMAN2",1234,805,6.44205219050001e-09
"LCN2",1234,806,6.43001233742063e-09
"MAGOH",1234,807,6.4002226662612e-09
"RCAN1",1234,808,6.39213686028153e-09
"SSNA1",1234,809,6.38982609279602e-09
"MDH1",1234,810,6.38922744109048e-09
"CCNG2",1234,811,6.38906735637245e-09
"SNRPG",1234,812,6.3736606630527e-09
"ESD",1234,813,6.37365779113342e-09
"ASF1B",1234,814,6.35955708851949e-09
"EMC6",1234,815,6.3574098750473e-09
"SMC2",1234,816,6.35025160416465e-09
"IRF2BP2",1234,817,6.33745931047512e-09
"MPC2",1234,818,6.33588775681234e-09
"BTNL8",1234,819,6.33007347659864e-09
"C2orf88",1234,820,6.3274663818862e-09
"HRCT1",1234,821,6.32258828339866e-09
"UNC13D",1234,822,6.31594879095254e-09
"KRT7",1234,823,6.30823436866248e-09
"ZG16",1234,824,6.3031262122505e-09
"TMEM14C",1234,825,6.30081485869787e-09
"GPR160",1234,826,6.29420086218273e-09
"RPA3",1234,827,6.28318469020764e-09
"IMP3",1234,828,6.27964272473251e-09
"SLC25A3",1234,829,6.27318314849545e-09
"CCDC68",1234,830,6.26839205083502e-09
"CAPN8",1234,831,6.26192119892777e-09
"CERS6",1234,832,6.25804208942853e-09
"RRM1",1234,833,6.25779759876335e-09
"KHDRBS1",1234,834,6.25731829578392e-09
"HDAC2",1234,835,6.25534850887539e-09
"VIM",1234,836,6.2544608309197e-09
"RHOC",1234,837,6.25321144741427e-09
"ASRGL1",1234,838,6.25212210435136e-09
"STAT1",1234,839,6.24039602573748e-09
"GBP1",1234,840,6.23790165895796e-09
"LAMTOR1",1234,841,6.23295713620388e-09
"CNPY2",1234,842,6.23050838351407e-09
"CDT1",1234,843,6.21623717116384e-09
"TP53",1234,844,6.21190124392382e-09
"NDUFB3",1234,845,6.20956199949627e-09
"APOL2",1234,846,6.20894982326206e-09
"TAF9",1234,847,6.19597593491046e-09
"RPN2",1234,848,6.19055358960988e-09
"BTNL3",1234,849,6.18594302665701e-09
"NDUFA4",1234,850,6.18551933751735e-09
"RNF19B",1234,851,6.1744331828238e-09
"DDX60",1234,852,6.1736492339141e-09
"RNA18S5",1234,853,6.17120294053449e-09
"ARL6IP4",1234,854,6.16255982490188e-09
"PFDN5",1234,855,6.15595876250597e-09
"GAS6",1234,856,6.14956272575681e-09
"IL18",1234,857,6.1487915226669e-09
"TIMM50",1234,858,6.13912110890519e-09
"TMEM106C",1234,859,6.12866165891033e-09
"MRPS25",1234,860,6.12714014696925e-09
"EI24",1234,861,6.11578581849209e-09
"NOP10",1234,862,6.11545402086807e-09
"PTGES2",1234,863,6.11389186899639e-09
"TIMP1",1234,864,6.10720234083898e-09
"IFRD2",1234,865,6.10310004756344e-09
"PPP4C",1234,866,6.09159809649531e-09
"TXNL4A",1234,867,6.07625030656853e-09
"STUB1",1234,868,6.07355214420713e-09
"DHFR",1234,869,6.07352303577067e-09
"FAM133B",1234,870,6.06937762036055e-09
"TNFRSF1A",1234,871,6.05343861437514e-09
"LMNB1",1234,872,6.04705002969168e-09
"C19orf33",1234,873,6.04335485704003e-09
"XRCC5",1234,874,6.04269979233044e-09
"NDUFA12",1234,875,6.03708650681496e-09
"MGLL",1234,876,6.03619248522085e-09
"TKT",1234,877,6.02732100160869e-09
"GSKIP",1234,878,6.00659308190795e-09
"AUP1",1234,879,6.00554760739208e-09
"MRPL21",1234,880,6.00414754121249e-09
"SNRNP40",1234,881,5.99646479074161e-09
"EPHA2",1234,882,5.99326881462028e-09
"PLIN3",1234,883,5.97705370730973e-09
"C12orf57",1234,884,5.97610702700707e-09
"TMEM54",1234,885,5.9713729789485e-09
"KPNB1",1234,886,5.9603176139679e-09
"RAD23A",1234,887,5.9595171613748e-09
"YPEL2",1234,888,5.9568508705857e-09
"COX7C",1234,889,5.95346711379843e-09
"CHPT1",1234,890,5.94894558511221e-09
"S100A9",1234,891,5.94461789955777e-09
"SLC39A8",1234,892,5.9353637106986e-09
"EPSTI1",1234,893,5.93420742768649e-09
"MMAB",1234,894,5.93373412950241e-09
"COX11",1234,895,5.93240218620232e-09
"NUPR1",1234,896,5.92685086965848e-09
"PRPF19",1234,897,5.92251583752179e-09
"MRPS2",1234,898,5.92071656498718e-09
"GLRX",1234,899,5.91283103093293e-09
"SMDT1",1234,900,5.90153596386836e-09
"VAMP5",1234,901,5.90061746298376e-09
"SLC46A3",1234,902,5.89965003765609e-09
"CKMT1A",1234,903,5.89627282422006e-09
"TECR",1234,904,5.88975667516793e-09
"PDE9A",1234,905,5.8820914389816e-09
"P4HB",1234,906,5.86702180731317e-09
"MRPS16",1234,907,5.86457096768472e-09
"ERN2",1234,908,5.86286031869189e-09
"DSC2",1234,909,5.85924388745627e-09
"TMBIM1",1234,910,5.85835120120926e-09
"KLF2",1234,911,5.84625950940764e-09
"VAMP8",1234,912,5.84578493845287e-09
"MCL1",1234,913,5.83870292971769e-09
"PRKDC",1234,914,5.82569946130428e-09
"HNRNPU",1234,915,5.82565317094391e-09
"PREB",1234,916,5.82485100466054e-09
"BRD7",1234,917,5.81616795714526e-09
"RNF145",1234,918,5.81259054120812e-09
"GIPC1",1234,919,5.81033679723501e-09
"PARP14",1234,920,5.80255140950032e-09
"TNFSF10",1234,921,5.80236714196851e-09
"MYH14",1234,922,5.79319003900256e-09
"ETFB",1234,923,5.77816479467810e-09
"TMA7",1234,924,5.7776063132782e-09
"BAIAP2L1",1234,925,5.77610976520251e-09
"TAF1D",1234,926,5.7759335610568e-09
"FOSL2",1234,927,5.77138233611973e-09
"APPL1",1234,928,5.77039436301374e-09
"TMEM14B",1234,929,5.76379598329651e-09
"UBE2I",1234,930,5.75762720984043e-09
"ITGB4",1234,931,5.75605851947328e-09
"MRPL32",1234,932,5.74897852120985e-09
"CPM",1234,933,5.74684884290709e-09
"ACVRL1",1234,934,5.74451019575302e-09
"DUSP2",1234,935,5.74042555734181e-09
"SKIL",1234,936,5.73527376681083e-09
"CYB5A",1234,937,5.72268248629677e-09
"CD63",1234,938,5.72066108284969e-09
"LAMB3",1234,939,5.70563843399143e-09
"ITGB3BP",1234,940,5.70151860982114e-09
"MYL12A",1234,941,5.70146018596072e-09
"ABHD3",1234,942,5.6977646012533e-09
"EPAS1",1234,943,5.67862888924968e-09
"TDP2",1234,944,5.67772874352184e-09
"TPR",1234,945,5.66457689042504e-09
"TIMM8B",1234,946,5.65779535949831e-09
"PTTG1IP",1234,947,5.65345918983349e-09
"CNBP",1234,948,5.65046839300522e-09
"LGALS1",1234,949,5.64774913625937e-09
"SLC39A7",1234,950,5.64425129607113e-09
"PTPRO",1234,951,5.64133908075349e-09
"CALR",1234,952,5.63629640269791e-09
"SRPK1",1234,953,5.63126808426923e-09
"PPP1R14D",1234,954,5.62844947444431e-09
"NOC2L",1234,955,5.60659810056163e-09
"YWHAB",1234,956,5.60404957705063e-09
"CSNK2B",1234,957,5.60153818453014e-09
"COA3",1234,958,5.59732596391266e-09
"BCL10",1234,959,5.57854866431356e-09
"PAQR8",1234,960,5.5583723883715e-09
"ERP29",1234,961,5.55576233644457e-09
"POLR2I",1234,962,5.55382230065363e-09
"PHLDA2",1234,963,5.55073246807543e-09
"NUDT1",1234,964,5.53742818208323e-09
"MRPL18",1234,965,5.53153718934034e-09
"RFK",1234,966,5.53140514470254e-09
"TMEM261",1234,967,5.53060790738941e-09
"ATP1B1",1234,968,5.52560092149919e-09
"USP1",1234,969,5.52279490740492e-09
"CASP7",1234,970,5.51822139840587e-09
"TAPBP",1234,971,5.50340049897039e-09
"MRPL52",1234,972,5.49843138753416e-09
"NDUFAF4",1234,973,5.49764711169383e-09
"FAM134B",1234,974,5.48433596231575e-09
"PLCD3",1234,975,5.46772753375349e-09
"MUC1",1234,976,5.4580138618896e-09
"SOX4",1234,977,5.4542722863934e-09
"NDRG1",1234,978,5.45109248500499e-09
"RIOK3",1234,979,5.43836433375185e-09
"SSSCA1",1234,980,5.43499373397266e-09
"ADTRP",1234,981,5.43112051521566e-09
"SPATS2L",1234,982,5.41184151452441e-09
"NDUFS7",1234,983,5.4050911540433e-09
"PSMA4",1234,984,5.39249542752806e-09
"CARD16",1234,985,5.39066234419868e-09
"SFPQ",1234,986,5.383515758905e-09
"BCL2L12",1234,987,5.37959799737647e-09
"LGALS3",1234,988,5.37376462263841e-09
"RALB",1234,989,5.372284195458e-09
"MDK",1234,990,5.37081190897653e-09
"ATF3",1234,991,5.3619319009973e-09
"TCEA1",1234,992,5.35855387234984e-09
"CBX3",1234,993,5.348863417235e-09
"FUT2",1234,994,5.34420320858449e-09
"SOD2",1234,995,5.33630494038581e-09
"LAMTOR4",1234,996,5.33295714794342e-09
"GNG12",1234,997,5.32993342515322e-09
"CAMK2N1",1234,998,5.3127085492134e-09
"HN1",1234,999,5.31000679334696e-09
"PSMC4",1234,1000,5.29778950668008e-09
"MRPL39",1234,1001,5.29621616288003e-09
"NDUFAF2",1234,1002,5.29137741351156e-09
"CA2",1234,1003,5.29046627174224e-09
"TMEM230",1234,1004,5.28619765405690e-09
"HDGF",1234,1005,5.25487327184678e-09
"MGST1",1234,1006,5.24389392926485e-09
"TFDP1",1234,1007,5.24329712166527e-09
"CHP1",1234,1008,5.22177181808845e-09
"CLTB",1234,1009,5.21662838223385e-09
"ALG3",1234,1010,5.20657400666304e-09
"LGR5",1234,1011,5.19194221285926e-09
"CCDC12",1234,1012,5.19027893190104e-09
"F11R",1234,1013,5.19014978351614e-09
"COX5A",1234,1014,5.18998005239187e-09
"PKP3",1234,1015,5.18407513500269e-09
"NUDT4",1234,1016,5.17503087158796e-09
"CBX5",1234,1017,5.17399040574774e-09
"STIP1",1234,1018,5.17362481599046e-09
"EPS8",1234,1019,5.16460541018759e-09
"CTSS",1234,1020,5.16347669212751e-09
"NDUFB2",1234,1021,5.16139861684737e-09
"BIRC5",1234,1022,5.14685353887091e-09
"CTSD",1234,1023,5.13927896706118e-09
"GGH",1234,1024,5.13811933021766e-09
"RP11-519G16.5",1234,1025,5.13547247108895e-09
"PRDX5",1234,1026,5.12615808935894e-09
"CDKN3",1234,1027,5.11536130865963e-09
"SUPT16H",1234,1028,5.11266747310464e-09
"TALDO1",1234,1029,5.09111960160698e-09
"PTGDR",1234,1030,5.07515491657921e-09
"STK24",1234,1031,5.07358768804347e-09
"PPP1CC",1234,1032,5.06617760927349e-09
"CNOT7",1234,1033,5.06607241946717e-09
"CYB561D2",1234,1034,5.06453196897851e-09
"VPS51",1234,1035,5.06342472278818e-09
"RASSF7",1234,1036,5.04573591781979e-09
"SH3GLB1",1234,1037,5.02826074426188e-09
"CDC123",1234,1038,5.02432909640703e-09
"EZR",1234,1039,5.01798471576464e-09
"NENF",1234,1040,5.01078657472374e-09
"CRLS1",1234,1041,5.00839900526288e-09
"GLO1",1234,1042,5.00803731551617e-09
"APIP",1234,1043,5.00313356701299e-09
"FARSB",1234,1044,4.99719606282157e-09
"SNRPA",1234,1045,4.98720358214701e-09
"MUC4",1234,1046,4.98567003845827e-09
"RNF181",1234,1047,4.98440312961144e-09
"RP11-304L19.5",1234,1048,4.97972565179515e-09
"C14orf166",1234,1049,4.97759822281863e-09
"CDH1",1234,1050,4.97605440010072e-09
"CD52",1234,1051,4.974338352637e-09
"CTBP2",1234,1052,4.9661397569798e-09
"YY1",1234,1053,4.96298365907922e-09
"C15orf48",1234,1054,4.96097670360369e-09
"PADI2",1234,1055,4.95976650396348e-09
"RAD21",1234,1056,4.95738729092263e-09
"QARS",1234,1057,4.92454220772486e-09
"UXT",1234,1058,4.9180647441277e-09
"H2AFX",1234,1059,4.91790154062537e-09
"ATF4",1234,1060,4.90765531530294e-09
"MIF",1234,1061,4.89454730275285e-09
"FLNB",1234,1062,4.85367386656918e-09
"TFAM",1234,1063,4.84932845579935e-09
"C7orf50",1234,1064,4.8449414255235e-09
"NIT2",1234,1065,4.84489943094659e-09
"MRPS22",1234,1066,4.83636971746935e-09
"EGR1",1234,1067,4.82142615653609e-09
"MCM2",1234,1068,4.81859998354188e-09
"RFC2",1234,1069,4.81708539931491e-09
"DDX21",1234,1070,4.80130413292561e-09
"EIF4A2",1234,1071,4.79373333004506e-09
"NRARP",1234,1072,4.75653377045452e-09
"DSG2",1234,1073,4.7558789592206e-09
"GAPDH",1234,1074,4.75397695843256e-09
"LAGE3",1234,1075,4.75362676864927e-09
"SMIM22",1234,1076,4.74911954352244e-09
"MRPL40",1234,1077,4.74192399712607e-09
"RBBP4",1234,1078,4.7201746044318e-09
"ARFIP2",1234,1079,4.71817781047346e-09
"APEH",1234,1080,4.71377305157213e-09
"MAF1",1234,1081,4.71158730754345e-09
"ATP5J",1234,1082,4.70068812163662e-09
"RFC4",1234,1083,4.6999523903725e-09
"ERP44",1234,1084,4.68933722745673e-09
"PAPOLA",1234,1085,4.6880175969573e-09
"RBBP7",1234,1086,4.68761682624818e-09
"WFDC2",1234,1087,4.68755434818767e-09
"TXNDC9",1234,1088,4.68635157554837e-09
"YPEL5",1234,1089,4.67186384541854e-09
"CYBA",1234,1090,4.67032422295978e-09
"GCHFR",1234,1091,4.65802551018453e-09
"ARPC4",1234,1092,4.6499610726919e-09
"CENPW",1234,1093,4.64891062497508e-09
"H2AFY",1234,1094,4.64392287120567e-09
"ACOT7",1234,1095,4.64391660302226e-09
"ARL6IP1",1234,1096,4.62647444125555e-09
"MAD2L1",1234,1097,4.62507978176758e-09
"AGPAT2",1234,1098,4.62450445006928e-09
"WDR18",1234,1099,4.614267283048e-09
"DPM2",1234,1100,4.60312390149776e-09
"HNRNPK",1234,1101,4.59976803267772e-09
"ITM2B",1234,1102,4.59061581225003e-09
"DYNLT1",1234,1103,4.58841981071749e-09
"PUF60",1234,1104,4.58531445469023e-09
"PSMC2",1234,1105,4.56470700489587e-09
"MCTS1",1234,1106,4.55887383716027e-09
"PSMD1",1234,1107,4.55855048164048e-09
"DERL3",1234,1108,4.53323358292673e-09
"NR4A1",1234,1109,4.52735896134286e-09
"RBP4",1234,1110,4.5168915774456e-09
"CIDEC",1234,1111,4.49875603961734e-09
"NSA2",1234,1112,4.49839838799094e-09
"SMCO4",1234,1113,4.48993787105998e-09
"RAB1A",1234,1114,4.48748542139895e-09
"ABCC3",1234,1115,4.48667094733395e-09
"C21orf59",1234,1116,4.48415002326839e-09
"HNRNPH3",1234,1117,4.46740437468403e-09
"GNPNAT1",1234,1118,4.45078491483605e-09
"RNASET2",1234,1119,4.42892181486763e-09
"COX20",1234,1120,4.41471774666227e-09
"ELP5",1234,1121,4.4096097353098e-09
"SND1",1234,1122,4.40895522654383e-09
"RCN1",1234,1123,4.4083275289058e-09
"BRK1",1234,1124,4.39523021923019e-09
"UBB",1234,1125,4.39350347596059e-09
"DHX9",1234,1126,4.39046582229377e-09
"DPM3",1234,1127,4.37678686276778e-09
"S100A11",1234,1128,4.37108894110673e-09
"NBL1",1234,1129,4.35183709877013e-09
"OLA1",1234,1130,4.34483271136e-09
"GRPEL1",1234,1131,4.34140963511731e-09
"RNASEH2C",1234,1132,4.33598448629825e-09
"ARHGDIA",1234,1133,4.29241058699302e-09
"ARGLU1",1234,1134,4.28959439775773e-09
"SRP14",1234,1135,4.28597224230786e-09
"SLC52A2",1234,1136,4.28212681085184e-09
"UCHL3",1234,1137,4.26078928572238e-09
"COTL1",1234,1138,4.23503431466467e-09
"HMGB3",1234,1139,4.22417057226907e-09
"MRPS18A",1234,1140,4.21965448787979e-09
"SDR16C5",1234,1141,4.21876045188769e-09
"CLN6",1234,1142,4.21420102265562e-09
"MRPL28",1234,1143,4.20617932753468e-09
"CST3",1234,1144,4.2040857166958e-09
"SSR1",1234,1145,4.18995989033529e-09
"LPCAT4",1234,1146,4.18072056623112e-09
"C1orf86",1234,1147,4.16131948017179e-09
"TIMM17B",1234,1148,4.15369106101905e-09
"ARF4",1234,1149,4.14689638632943e-09
"RBM17",1234,1150,4.14427332505921e-09
"CD74",1234,1151,4.14262869459582e-09
"DUSP1",1234,1152,4.14185572623116e-09
"SEP15",1234,1153,4.13399590304795e-09
"ANAPC15",1234,1154,4.13207748993223e-09
"LMAN1",1234,1155,4.12049028099337e-09
"SPCS3",1234,1156,4.11858326112069e-09
"TMPO",1234,1157,4.11736753836833e-09
"POP7",1234,1158,4.11557524395894e-09
"PLEK2",1234,1159,4.11550907291911e-09
"FAM96A",1234,1160,4.11364718963852e-09
"RBM39",1234,1161,4.11067790166855e-09
"C1orf122",1234,1162,4.09770879316993e-09
"SDHB",1234,1163,4.0964720223481e-09
"PMAIP1",1234,1164,4.09473195340288e-09
"TMX2",1234,1165,4.0852850469218e-09
"PIN1",1234,1166,4.06978941211577e-09
"PYURF",1234,1167,4.06753000821501e-09
"MYADM",1234,1168,4.05204887253128e-09
"G0S2",1234,1169,4.04570537048289e-09
"EWSR1",1234,1170,4.04265660909543e-09
"TRIM28",1234,1171,4.0370723835531e-09
"FRMD3",1234,1172,4.03513295159839e-09
"CANT1",1234,1173,4.03383977761968e-09
"GLRX5",1234,1174,4.03178872928292e-09
"GNB2",1234,1175,4.02508704404889e-09
"CHCHD5",1234,1176,4.02225037400964e-09
"SRRM1",1234,1177,4.02018512580437e-09
"MRPS11",1234,1178,4.01133225511468e-09
"SLC25A11",1234,1179,4.00784293288712e-09
